Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Customer State,Zip Code,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date
24450,5/22/2012,Critical,4,30.85,0.03,Regular Air,-12.88,5.98,5.79,Kristina Nunn,Arizona,86409,West,Consumer,Office Supplies,Paper,Xerox 1903,Small Box,0.36,5/24/2012
24450,5/22/2012,Critical,41,392.61,0.08,Express Air,-100.15,9.48,7.29,Kristina Nunn,Arizona,86409,West,Consumer,Furniture,Office Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Small Pack,0.45,5/25/2012
24451,10/16/2012,Critical,24,1689.97,0.06,Delivery Truck,-564.74,68.81,60,Jack Lebron,Michigan,49877,Central,Corporate,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,10/17/2012
24452,3/20/2009,High,18,115.71,0.08,Regular Air,-91.61,6.48,8.4,Valerie Takahito,Utah,84001,West,Consumer,Office Supplies,Paper,Xerox 212,Small Box,0.37,3/20/2009
24455,10/19/2009,Not Specified,8,169.11,0,Regular Air,-10.59,20.89,1.99,Fred Wasserman,Mass,2054,East,Home Office,Technology,Computer Peripherals,"IBM 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.48,10/21/2009
24455,10/19/2009,Not Specified,41,152.59,0.07,Regular Air,27.38,3.98,0.83,Fred Wasserman,Mass,2054,East,Home Office,Office Supplies,Pens & Art Supplies,Fluorescent Highlighters by Dixon,Wrap Bag,0.51,10/22/2009
24486,3/5/2011,Medium,14,27.06,0,Regular Air,-0.06,1.76,0.7,Pete Armstrong,Connecticut,6703,East,Consumer,Office Supplies,Pens & Art Supplies,Newell 310,Wrap Bag,0.56,3/6/2011
24486,3/5/2011,Medium,3,28.11,0.03,Regular Air,-31.62,8.12,2.83,Pete Armstrong,Connecticut,6703,East,Consumer,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack,0.77,3/6/2011
24515,3/19/2010,Critical,41,3051.27,0.1,Delivery Truck,121.48,80.97,33.6,Eugene Barchas,Mass,2180,East,Home Office,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,Jumbo Drum,0.37,3/21/2010
24519,4/24/2011,Critical,22,127.56,0.03,Regular Air,-60.72,5.34,5.63,Duane Huffman,Delaware,19810,East,Consumer,Office Supplies,Binders and Binder Accessories,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Small Box,0.39,4/25/2011
24544,12/9/2008,High,31,4587.3,0.08,Express Air,1771.15,150.98,13.99,Tanja Norvell,Utah,84631,West,Corporate,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,12/10/2008
24544,12/9/2008,High,15,403.71,0.03,Delivery Truck,-97.47,25.98,14.36,Tanja Norvell,Utah,84631,West,Corporate,Furniture,Chairs & Chairmats,"Global Stack Chair without Arms, Black",Jumbo Drum,0.6,12/10/2008
24544,12/9/2008,High,39,1243.45,0.1,Regular Air,-1212.55,32.48,35,Tanja Norvell,Utah,84631,West,Corporate,Office Supplies,Storage & Organization,Fellowes Neat Ideas® Storage Cubes,Large Box,0.81,12/10/2008
24546,2/7/2012,Critical,7,81.58,0.04,Regular Air,-7.78,10.98,3.37,Edward Nazzal,Virginia,20101,South,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,Small Pack,0.57,2/8/2012
24548,1/25/2011,High,32,269.3,0.04,Express Air,22.38,7.96,4.95,Deanra Eno,Florida,32003,South,Corporate,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box,0.41,1/26/2011
24576,10/24/2012,Not Specified,29,531.063,0.03,Regular Air,24.561,20.99,4.81,Luke Weiss,Michigan,49634,Central,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58,10/26/2012
24576,10/24/2012,Not Specified,10,152.84,0.05,Regular Air,38.02,14.58,7.4,Luke Weiss,Michigan,49634,Central,Corporate,Furniture,Office Furnishings,DAX Clear Channel Poster Frame,Small Box,0.48,10/26/2012
24577,1/12/2010,Medium,8,180.79,0.05,Regular Air,20.09,22.84,5.47,Steve Chapman,North Carolina,27801,South,Corporate,Office Supplies,Paper,Xerox 1929,Small Box,0.39,1/13/2010
24579,10/1/2012,High,45,13921.6,0.02,Regular Air,5183.04,300.65,24.49,Edward Nazzal,Virginia,20101,South,Small Business,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Large Box,0.52,10/2/2012
24579,10/1/2012,High,40,467.5,0.08,Regular Air,-33.34,11.97,4.98,Edward Nazzal,Virginia,20101,South,Small Business,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box,0.58,10/3/2012
24580,5/6/2012,High,25,1081.22,0.08,Regular Air,130.8,43.98,8.99,Mark Cousins,Mass,1001,East,Corporate,Office Supplies,Pens & Art Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Small Pack,0.58,5/7/2012
24580,5/6/2012,High,14,36.41,0.01,Regular Air,-31.45,2.23,4.57,Mark Cousins,Mass,1001,East,Corporate,Furniture,Office Furnishings,Eldon Pizzaz™ Desk Accessories,Small Pack,0.41,5/8/2012
24581,2/20/2010,High,8,38.56,0.03,Regular Air,4.08,4.55,1.49,George Ashbrook,Delaware,19934,East,Consumer,Office Supplies,Binders and Binder Accessories,Presstex Flexible Ring Binders,Small Box,0.35,2/21/2010
24583,6/22/2011,Critical,17,42.29,0.06,Regular Air,-85.2725,2.16,6.05,Becky Pak,South Carolina,29907,South,Corporate,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,Small Box,0.37,6/25/2011
24608,6/27/2012,Medium,50,197.36,0.07,Regular Air,-43.5045,4.18,2.99,Quincy Jones,Alabama,36276,South,Home Office,Office Supplies,Binders and Binder Accessories,Avery® Durable Slant Ring Binders With Label Holder,Small Box,0.37,6/28/2012
24610,12/1/2009,Not Specified,4,883.31,0.01,Delivery Truck,-79.96,200.98,23.76,Dean Katz,Florida,34997,South,Home Office,Furniture,Chairs & Chairmats,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Jumbo Drum,0.58,12/3/2009
24613,5/29/2012,Low,39,777.78,0.01,Regular Air,237.75,19.84,4.1,Jasper Cacioppo,North Carolina,27801,South,Home Office,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,Wrap Bag,0.44,6/7/2012
24613,5/29/2012,Low,36,246.79,0.01,Regular Air,-90.08,6.48,6.6,Jasper Cacioppo,North Carolina,27801,South,Home Office,Office Supplies,Paper,Xerox 21,Small Box,0.37,6/7/2012
24613,5/29/2012,Low,16,9695.84,0,Regular Air,2752.11,599.99,24.49,Jasper Cacioppo,North Carolina,27801,South,Home Office,Technology,Copiers and Fax,Hewlett Packard LaserJet 3310 Copier,Large Box,0.37,6/7/2012
24614,10/4/2009,Low,33,1644.59,0.09,Regular Air,-52.92,50.98,6.5,Ionia McGrath,Alabama,36830,South,Home Office,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Small Box,0.73,10/11/2009
24640,12/12/2010,Medium,12,1379.98,0.06,Delivery Truck,-151.73,113.98,30,Patrick O'Donnell,Colorado,81124,West,Home Office,Furniture,Chairs & Chairmats,Hon Comfortask® Task/Swivel Chairs,Jumbo Drum,0.69,12/13/2010
24643,3/12/2012,Medium,30,2368.168,0,Regular Air,1181.295,85.99,1.25,Ben Ferrer,California,92320,West,Corporate,Technology,Telephones and Communication,Accessory8,Small Pack,0.39,3/14/2012
24644,6/10/2009,Critical,46,5897.47,0,Delivery Truck,-1764.29,122.99,70.2,Tony Molinari,California,96002,West,Corporate,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,6/11/2009
24644,6/10/2009,Critical,40,2550.12,0.01,Express Air,882.45,60.97,4.5,Tony Molinari,California,96002,West,Corporate,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Small Box,0.56,6/12/2009
24646,2/26/2011,Not Specified,46,662.51,0.09,Regular Air,293.32,15.67,1.39,Trudy Brown,Florida,34997,South,Small Business,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,0.38,2/27/2011
24646,2/26/2011,Not Specified,21,61.18,0,Regular Air,6.85,2.88,0.7,Trudy Brown,Florida,34997,South,Small Business,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag,0.56,2/28/2011
24647,4/17/2009,Not Specified,34,241.04,0.05,Express Air,-28.2,6.48,5.14,Mitch Webber,Nebraska,68001,Central,Corporate,Office Supplies,Paper,Xerox 23,Small Box,0.37,4/18/2009
24647,4/17/2009,Not Specified,3,3029.97,0,Regular Air,-2091.95,999.99,13.99,Mitch Webber,Nebraska,68001,Central,Corporate,Technology,Office Machines,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Medium Box,0.36,4/19/2009
24672,1/29/2012,Medium,37,192.92,0.09,Regular Air,74.58,5.43,0.95,Stuart Van,Nebraska,69367,Central,Consumer,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",Wrap Bag,0.36,1/31/2012
24672,1/29/2012,Medium,37,10532.94,0.06,Regular Air,406.37,279.48,35,Stuart Van,Nebraska,69367,Central,Consumer,Office Supplies,Storage & Organization,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Large Box,0.8,1/31/2012
24672,1/29/2012,Medium,5,44.17,0.02,Regular Air,23.41,7.59,4,Stuart Van,Nebraska,69367,Central,Consumer,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,2/1/2012
24677,1/17/2012,Low,44,364.4,0.05,Regular Air,51.08,8.5,1.99,Joni Wasserman,Georgia,39859,South,Consumer,Technology,Computer Peripherals,Hewlett-Packard 4.7GB DVD+R Discs,Small Pack,0.49,1/19/2012
24679,3/20/2011,Not Specified,7,33.99,0.09,Regular Air,-25.86,4.77,2.39,Janet Molinari,New York,544,East,Corporate,Technology,Computer Peripherals,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Small Pack,0.72,3/21/2011
24705,7/29/2011,Critical,15,466.28,0,Regular Air,92.7,29.89,1.99,Annie Thurman,Idaho,83465,West,Consumer,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,0.5,7/31/2011
24705,7/29/2011,Critical,34,260.51,0.03,Regular Air,-127.5235,7.3,7.72,Annie Thurman,Idaho,83465,West,Consumer,Office Supplies,Binders and Binder Accessories,"Angle-D Binders with Locking Rings, Label Holders",Small Box,0.38,7/31/2011
24707,1/22/2012,Medium,14,1961.39,0,Regular Air,761.04,136.98,24.49,Don Weiss,South Carolina,29808,South,Corporate,Furniture,Office Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Large Box,0.59,1/23/2012
24707,1/22/2012,Medium,3,4.94,0.1,Regular Air,-1.76,1.48,0.7,Don Weiss,South Carolina,29808,South,Corporate,Office Supplies,Rubber Bands,Binder Clips by OIC,Wrap Bag,0.37,1/24/2012
24710,8/13/2010,Low,3,22.06,0.05,Regular Air,-15.6,4.98,7.44,Jonathan Howell,Utah,84014,West,Consumer,Office Supplies,Paper,Xerox 1922,Small Box,0.36,8/17/2010
24737,10/19/2009,High,26,182.09,0,Regular Air,-28.15,6.48,5.19,Sonia Sunley,Michigan,49971,Central,Small Business,Office Supplies,Paper,Xerox 1995,Small Box,0.37,10/20/2009
24737,10/19/2009,High,3,549.92,0.09,Delivery Truck,-210.97,180.98,26.2,Sonia Sunley,Michigan,49971,Central,Small Business,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,Jumbo Drum,0.59,10/22/2009
24740,11/23/2009,Medium,35,112.59,0.09,Express Air,-126.7,3.28,5,Logan Haushalter,Nebraska,68770,Central,Corporate,Office Supplies,Pens & Art Supplies,Newell 35,Wrap Bag,0.56,11/23/2009
24740,11/23/2009,Medium,11,1091.47,0.04,Regular Air,160.48,92.23,39.61,Logan Haushalter,Nebraska,68770,Central,Corporate,Furniture,Office Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Medium Box,0.67,11/24/2009
24743,5/11/2012,Low,26,3758.77,0,Regular Air,753.61,140.81,24.49,Sylvia Foulston,New Jersey,7001,East,Corporate,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,Large Box,0.57,5/16/2012
24743,5/11/2012,Low,47,9633.59,0.06,Delivery Truck,176.67,216.6,64.2,Sylvia Foulston,New Jersey,7001,East,Corporate,Furniture,Chairs & Chairmats,Hon Multipurpose Stacking Arm Chairs,Jumbo Drum,0.59,5/18/2012
24775,12/31/2011,Critical,6,96.21,0.06,Regular Air,-19.34,14.58,57.4,Tracy Blumstein,Washington,98601,West,Home Office,Furniture,Office Furnishings,DAX Clear Channel Poster Frame,Small Box,0.48,1/1/2012
24775,12/31/2011,Critical,15,1616.66,0,Delivery Truck,112.58,100.98,56.22,Tracy Blumstein,Washington,98601,West,Home Office,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,Jumbo Box,0.6,1/2/2012
24801,9/28/2012,High,10,1024.165,0.02,Regular Air,-105.699,115.99,5.99,Lisa Hazard,New York,14925,East,Home Office,Technology,Telephones and Communication,2160,Small Box,0.57,9/29/2012
24801,9/28/2012,High,7,685.7,0.01,Regular Air,350.94,88.84,20.79,Lisa Hazard,New York,14925,East,Home Office,Furniture,Office Furnishings,Luxo Adjustable Task Clamp Lamp,Large Box,0.59,9/29/2012
24801,9/28/2012,High,3,18.91,0,Regular Air,-16.353,3.89,7.01,Lisa Hazard,New York,14925,East,Home Office,Office Supplies,Binders and Binder Accessories,Avery Binder Labels,Small Box,0.37,9/29/2012
24802,12/6/2008,Medium,18,1383.2,0.01,Regular Air,-23.44,73.98,12.14,Victoria Brennan,New York,14210,East,Small Business,Technology,Computer Peripherals,Keytronic 105-Key Spanish Keyboard,Small Box,0.67,12/8/2008
24804,4/9/2011,Not Specified,20,211.42,0,Regular Air,-113.52,9.71,9.45,Roland Murray,Ohio,43270,Central,Home Office,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,Small Box,0.6,4/11/2011
24806,7/20/2010,Not Specified,20,112.03,0.05,Regular Air,-57.9945,5.18,5.74,Filia McAdams,Arizona,86556,West,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,Small Box,0.36,7/22/2010
24833,5/29/2010,Not Specified,45,5205.83,0.08,Delivery Truck,-909.74,124.49,51.94,Mike Vittorini,Arizona,85233,West,Small Business,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,5/31/2010
24865,1/31/2012,High,46,175.23,0.04,Regular Air,-13.35,3.69,2.5,Valerie Takahito,Utah,84001,West,Consumer,Office Supplies,Envelopes,Colored Envelopes,Small Box,0.39,2/1/2012
24869,4/23/2009,Not Specified,14,132.72,0.05,Regular Air,-9.177,8.85,5.6,Nat Gilpin,Connecticut,6928,East,Consumer,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems Combs,Small Box,0.36,4/24/2009
24870,3/7/2009,Low,38,1396.58,0.03,Regular Air,600.72,35.41,1.99,Jim Epp,Idaho,83465,West,Small Business,Technology,Computer Peripherals,Imation DVD-RAM discs,Small Pack,0.43,3/9/2009
24870,3/7/2009,Low,45,6448.69,0,Regular Air,1663.35,142.86,19.99,Jim Epp,Idaho,83465,West,Small Business,Office Supplies,Storage & Organization,Letter Size Cart,Small Box,0.56,3/16/2009
24871,2/3/2011,Medium,6,143.78,0.04,Regular Air,75.3,22.72,8.99,Carl Ludwig,Michigan,48001,Central,Corporate,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Small Pack,0.44,2/4/2011
24899,7/3/2011,Not Specified,37,252.99,0.08,Regular Air,28.76,7.08,2.35,Maria Bertelson,New Jersey,7001,East,Home Office,Office Supplies,Pens & Art Supplies,SANFORD Major Accent™ Highlighters,Wrap Bag,0.47,7/5/2011
24902,4/8/2010,High,43,224.58,0.03,Regular Air,46.31,5.18,2.04,Mike Gockenbach,Wisconsin,53235,Central,Consumer,Office Supplies,Paper,Array® Memo Cubes,Wrap Bag,0.36,4/10/2010
24903,9/1/2010,Low,33,1646.47,0.05,Regular Air,743.59,48.91,5.81,Paul Prost,Florida,32119,South,Corporate,Office Supplies,Paper,Xerox 1891,Small Box,0.38,9/8/2010
24931,9/20/2011,Low,9,149.64,0.05,Regular Air,13.77,16.74,5.08,MaryBeth Skach,New Mexico,87199,West,Home Office,Office Supplies,Binders and Binder Accessories,GBC Poly Designer Binding Covers,Small Box,0.36,9/24/2011
24933,6/8/2009,Low,14,142.81,0.01,Regular Air,39.64,10.14,2.27,Shahid Shariari,Arizona,85301,West,Consumer,Office Supplies,Paper,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Wrap Bag,0.36,6/10/2009
24933,6/8/2009,Low,32,3416.38,0.01,Delivery Truck,-1142.2,100.98,57.38,Shahid Shariari,Arizona,85301,West,Consumer,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Jumbo Box,0.78,6/10/2009
24960,12/10/2010,High,37,1436.94,0,Regular Air,639.66,37.94,5.08,Cynthia Arntzen,Texas,79080,Central,Small Business,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,0.38,12/11/2010
24960,12/10/2010,High,48,1760.35,0.01,Express Air,-17.08,34.98,7.53,Cynthia Arntzen,Texas,79080,Central,Small Business,Technology,Computer Peripherals,Fellowes EZ Multi-Media Keyboard,Small Box,0.76,12/11/2010
24960,12/10/2010,High,35,5797.68,0.04,Regular Air,1366.569,200.99,4.2,Cynthia Arntzen,Texas,79080,Central,Small Business,Technology,Telephones and Communication,2160i,Small Box,0.59,12/11/2010
24960,12/10/2010,High,18,125.8,0.03,Regular Air,-35.98,6.48,5.87,Cynthia Arntzen,Texas,79080,Central,Small Business,Office Supplies,Paper,Xerox 229,Small Box,0.37,12/12/2010
24961,12/9/2009,Low,8,487.59,0.04,Delivery Truck,-205.29,58.14,36.61,Ken Black,Texas,88595,Central,Consumer,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,0.61,12/16/2009
24965,2/9/2011,Low,42,1146.11,0.09,Regular Air,330.63,29.18,8.55,Jack Lebron,Michigan,49877,Central,Corporate,Furniture,Office Furnishings,"Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black",Small Box,0.42,2/9/2011
24965,2/9/2011,Low,6,2528.49,0.07,Express Air,580.1505,420.98,19.99,Jack Lebron,Michigan,49877,Central,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35,2/14/2011
24966,10/30/2011,Medium,34,4152.12,0,Regular Air,817.98,120.33,19.99,Deborah Brumfield,Colorado,81221,West,Corporate,Office Supplies,Storage & Organization,Iceberg Mobile Mega Data/Printer Cart ®,Small Box,0.59,10/31/2011
24993,1/22/2010,High,36,1561.2205,0.09,Regular Air,-226.82,55.99,2.5,Beth Fritzler,Texas,79080,Central,Small Business,Technology,Telephones and Communication,Accessory28,Small Pack,0.83,1/24/2010
24996,8/8/2011,Critical,36,1793.24,0.01,Regular Air,739.36,46.89,5.1,Roy Phan,New York,10501,East,Consumer,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,Medium Box,0.46,8/9/2011
24996,8/8/2011,Critical,2,143.667,0.09,Regular Air,-363.55,85.99,1.25,Roy Phan,New York,10501,East,Consumer,Technology,Telephones and Communication,Accessory8,Small Pack,0.39,8/10/2011
25027,10/29/2009,Medium,25,3585.91,0.06,Delivery Truck,-178.54,146.34,43.75,Mick Brown,California,92320,West,Consumer,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,Jumbo Box,0.65,10/31/2009
25028,11/18/2010,Critical,5,477.39,0.02,Delivery Truck,-211.36,81.94,55.81,Anthony Jacobs,Idaho,83552,West,Home Office,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Jumbo Box,0.6,11/19/2010
25028,11/18/2010,Critical,14,552.08,0,Express Air,203.24,37.94,5.08,Anthony Jacobs,Idaho,83552,West,Home Office,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,0.38,11/20/2010
25031,7/6/2009,High,20,100.11,0.07,Regular Air,-41.7,4.98,4.7,Sally Knutson,Texas,78602,Central,Consumer,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Small Box,0.38,7/7/2009
25031,7/6/2009,High,24,4636.62,0.1,Regular Air,-1407.78,209.37,69,Sally Knutson,Texas,78602,Central,Consumer,Furniture,Tables,Hon 2111 Invitation™ Series Corner Table,Large Box,0.79,7/8/2009
25056,8/4/2010,Not Specified,41,295.12,0,Regular Air,-151.93,6.48,8.19,Phillip Breyer,Washington,98601,West,Corporate,Office Supplies,Paper,Xerox 217,Small Box,0.37,8/6/2010
25060,6/2/2009,Not Specified,1,1893.93,0.07,Delivery Truck,-5350.27,2036.48,14.7,Brosina Hoffman,Utah,84631,West,Consumer,Technology,Office Machines,Lexmark 4227 Plus Dot Matrix Printer,Jumbo Drum,0.55,6/4/2009
25060,6/2/2009,Not Specified,6,7767.02,0.03,Regular Air,2070.617,1270.99,19.99,Brosina Hoffman,Utah,84631,West,Consumer,Office Supplies,Binders and Binder Accessories,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Small Box,0.35,6/4/2009
25061,10/31/2011,Medium,20,941.13,0.1,Regular Air,344.95,48.04,7.23,Noah Childs,Delaware,19895,East,Home Office,Office Supplies,Paper,Xerox 1885,Small Box,0.37,11/2/2011
25062,9/12/2010,Critical,5,78.79,0.03,Regular Air,-21.29,14.42,6.75,Sally Hughsby,Maryland,21230,South,Consumer,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box,0.52,9/14/2010
25062,9/12/2010,Critical,9,3928.25,0.04,Regular Air,1343.2465,420.98,19.99,Sally Hughsby,Maryland,21230,South,Consumer,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35,9/14/2010
25063,5/12/2009,Not Specified,24,711.875,0.04,Regular Air,217.332,35.99,3.3,Emily Grady,Idaho,83201,West,Home Office,Technology,Telephones and Communication,Accessory9,Small Pack,0.39,5/12/2009
25091,1/2/2010,Medium,4,156.97,0.01,Regular Air,-25.4265,34.54,14.72,Lena Creighton,Washington,99403,West,Corporate,Office Supplies,Binders and Binder Accessories,GBC Recycled Grain Textured Covers,Small Box,0.37,1/5/2010
25092,10/14/2010,High,42,242.8,0.07,Regular Air,95.91,5.84,1,Katrina Willman,Nebraska,68155,Central,Consumer,Office Supplies,Pens & Art Supplies,"Quartet Omega® Colored Chalk, 12/Pack",Wrap Bag,0.38,10/16/2010
25092,10/14/2010,High,9,16.02,0.09,Regular Air,-2.82,1.81,0.75,Katrina Willman,Nebraska,68155,Central,Consumer,Office Supplies,Rubber Bands,Assorted Color Push Pins,Wrap Bag,0.52,10/16/2010
25092,10/14/2010,High,6,141.27,0.08,Express Air,28.1435,21.38,2.99,Katrina Willman,Nebraska,68155,Central,Consumer,Office Supplies,Binders and Binder Accessories,Trimflex™ Flexible Post Binders,Small Box,0.37,10/16/2010
25095,12/8/2010,Low,41,4475.03,0.08,Delivery Truck,-192.91,115.99,56.14,Brian Stugart,Connecticut,6928,East,Consumer,Technology,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Jumbo Drum,0.4,12/8/2010
25095,12/8/2010,Low,18,693.06,0.06,Regular Air,148.3,39.98,9.83,Brian Stugart,Connecticut,6928,East,Consumer,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Small Box,0.4,12/13/2010
25120,12/18/2008,Medium,22,179.22,0.01,Regular Air,-139.9,7.28,11.15,Michael Grace,Florida,32119,South,Corporate,Office Supplies,Paper,"Array® Parchment Paper, Assorted Colors",Small Box,0.37,12/19/2008
25120,12/18/2008,Medium,46,237.15,0,Regular Air,123.02,4.91,0.5,Michael Grace,Florida,32119,South,Corporate,Office Supplies,Labels,Avery 493,Small Box,0.36,12/20/2008
25120,12/18/2008,Medium,10,71.86,0.1,Regular Air,-35.52,6.68,6.93,Michael Grace,Florida,32119,South,Corporate,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),Small Box,0.37,12/21/2008
25152,8/28/2012,Critical,29,195.21,0.07,Regular Air,16.4,7.08,2.35,Matt Connell,Maryland,21022,South,Corporate,Office Supplies,Pens & Art Supplies,SANFORD Major Accent™ Highlighters,Wrap Bag,0.47,8/30/2012
25154,7/3/2010,High,16,102.5,0.1,Regular Air,13.84,6.68,1.5,Giulietta Baptist,Michigan,49822,Central,Home Office,Office Supplies,Pens & Art Supplies,Sanford Liquid Accent Highlighters,Wrap Bag,0.48,7/4/2010
25155,12/3/2009,Low,3,30.37,0.01,Express Air,-1.74,4.98,5.49,John Dryer,South Carolina,29808,South,Corporate,Office Supplies,Paper,Xerox 1952,Small Box,0.38,12/8/2009
25155,12/3/2009,Low,17,114.01,0.08,Regular Air,6.99,6.69,3.1,John Dryer,South Carolina,29808,South,Corporate,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Wrap Bag,0.36,12/10/2009
25155,12/3/2009,Low,48,1038.99,0,Regular Air,-180.45,19.94,14.87,John Dryer,South Carolina,29808,South,Corporate,Furniture,Office Furnishings,Luxo Economy Swing Arm Lamp,Large Box,0.57,12/10/2009
25157,4/7/2010,Not Specified,47,271.78,0.07,Regular Air,52.74,5.84,1.2,Tony Molinari,California,96002,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,4/8/2010
25157,4/7/2010,Not Specified,24,545.38,0.02,Regular Air,89.6,22.84,8.18,Tony Molinari,California,96002,West,Corporate,Office Supplies,Paper,Xerox 1991,Small Box,0.39,4/9/2010
25188,11/16/2010,Medium,20,1564.1615,0,Regular Air,682.479,85.99,2.5,Valerie Mitchum,Idaho,83643,West,Home Office,Technology,Telephones and Communication,Accessory12,Small Box,0.35,11/18/2010
25191,2/10/2011,Medium,42,4091.152,0.05,Regular Air,1303.92,115.99,2.5,Sibella Parks,Connecticut,6703,East,Small Business,Technology,Telephones and Communication,StarTAC 7797,Small Box,0.55,2/10/2011
25248,10/14/2011,Medium,26,1150.3,0.1,Regular Air,418.19,48.91,5.81,Christina Vanderzanden,New Mexico,88044,West,Small Business,Office Supplies,Paper,Xerox 1891,Small Box,0.38,10/15/2011
25248,10/14/2011,Medium,33,271.14,0.05,Express Air,29.21,8.33,1.99,Christina Vanderzanden,New Mexico,88044,West,Small Business,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Pack,0.52,10/16/2011
25249,9/19/2012,Medium,34,926.85,0.09,Regular Air,382.942,28.53,1.49,Vivian Mathis,Idaho,83877,West,Consumer,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.38,9/21/2012
25254,7/31/2010,Critical,35,299.68,0.06,Regular Air,-29.3595,8.85,5.6,Christine Phan,Virginia,24157,South,Small Business,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems Combs,Small Box,0.36,8/2/2010
